-3.628822676263318003e-01,-3.618426006398490213e-01,-3.607780076741536335e-01,-3.597118959552123574e-01,-3.586615966863695992e-01,-3.576478030976704137e-01,-3.567034306728147364e-01,-3.558849834871561923e-01,-3.552802123605190432e-01,-3.549771437867393353e-01,-3.549679136577788552e-01,-3.551163914271726063e-01,-3.552686289041169787e-01
-3.460326836373696091e-01,-3.459192869430839368e-01,-3.459845079219337483e-01,-3.462510561713299517e-01,-3.467081309843758063e-01,-3.473078936923391091e-01,-3.479697779304644079e-01,-3.485823506674275429e-01,-3.490034581190191165e-01,-3.490944555829633700e-01,-3.488191504421421230e-01,-3.482834332252091047e-01,-3.476409236275375125e-01
-3.357778411719761213e-01,-3.357558502466830297e-01,-3.356355933545170367e-01,-3.353739091056216481e-01,-3.349450903599577312e-01,-3.343478625980899621e-01,-3.335988579039079194e-01,-3.327221636364505186e-01,-3.317421251023168205e-01,-3.306803281645449566e-01,-3.295551917215404636e-01,-3.283830132456223017e-01,-3.271807105820048189e-01
-3.204547050234693439e-01,-3.206557261366644873e-01,-3.206559978376563036e-01,-3.204713737749464442e-01,-3.201300820115611234e-01,-3.196682242090629900e-01,-3.191271063570427224e-01,-3.185527264627132094e-01,-3.179971312327186106e-01,-3.175215517279149080e-01,-3.172020513140834108e-01,-3.171394706122938056e-01,-3.174748499859658679e-01
-3.116893601797202096e-01,-3.107594009215106090e-01,-3.099545143329018315e-01,-3.092926552748931357e-01,-3.087840642771443322e-01,-3.084313421590212378e-01,-3.082321881626857163e-01,-3.081833458759006827e-01,-3.082834319889901087e-01,-3.085332762438751653e-01,-3.089335842972779078e-01,-3.094801180107243921e-01,-3.101569381616025023e-01
-2.995823090852641202e-01,-2.996201516047098390e-01,-2.995186912817875968e-01,-2.992904510498745063e-01,-2.989545795867279421e-01,-2.985376091880861393e-01,-2.980703412039877875e-01,-2.975826591978836255e-01,-2.970989821224557792e-01,-2.966361098446725908e-01,-2.962037659959576019e-01,-2.958072187438563483e-01,-2.954510954768919673e-01
-2.877355551772446951e-01,-2.871550048913991127e-01,-2.865030081107627913e-01,-2.857820155030724729e-01,-2.849906799920520761e-01,-2.841253662953642789e-01,-2.831814817166903864e-01,-2.821548800071928542e-01,-2.810433344465310124e-01,-2.798479734385037054e-01,-2.785747330070663663e-01,-2.772365634618527142e-01,-2.758593742999296272e-01
-2.571813917097217073e-01,-2.565871311299712243e-01,-2.566258961988940324e-01,-2.573336337376423977e-01,-2.583777034192368816e-01,-2.594905494014009828e-01,-2.605442197800710846e-01,-2.614773350748296199e-01,-2.622577815459375405e-01,-2.628693072511906204e-01,-2.633070171687659777e-01,-2.635767476563360967e-01,-2.636995584278497007e-01
-2.524782617699597997e-01,-2.518000373070252706e-01,-2.516093378268197123e-01,-2.510553295152896935e-01,-2.501541308842907818e-01,-2.490861914677700295e-01,-2.479536155810155573e-01,-2.468212673962817683e-01,-2.457571026465076580e-01,-2.448730537033499965e-01,-2.444055995602039399e-01,-2.448815025328242023e-01,-2.471995518230816757e-01
-2.480464145576812274e-01,-2.478589504123688558e-01,-2.463686400422200329e-01,-2.444052248889651280e-01,-2.423153465855602817e-01,-2.402391980541127292e-01,-2.382877690251804792e-01,-2.365843152162133423e-01,-2.352696617681622193e-01,-2.344802604511033450e-01,-2.342762173438106832e-01,-2.344839522261922271e-01,-2.346026699108439695e-01
-2.187727137896821605e-01,-2.173133819854162208e-01,-2.159145794685822517e-01,-2.146200234380627736e-01,-2.135008942392163656e-01,-2.126703845866431131e-01,-2.122857153564944033e-01,-2.124966438476513786e-01,-2.133412737360421696e-01,-2.147244152300807618e-01,-2.165242048808066477e-01,-2.186673805879425780e-01,-2.210961188981206971e-01
-1.853631548597928502e-01,-1.879310774700102826e-01,-1.903690380677457161e-01,-1.926413688536344204e-01,-1.946798979101137250e-01,-1.963711270031795186e-01,-1.975561835530739163e-01,-1.980853072361306311e-01,-1.979274919124565379e-01,-1.972010336017221421e-01,-1.960753732983739062e-01,-1.946870705201700635e-01,-1.931251650039189638e-01
-1.695402582635553157e-01,-1.673830364778671753e-01,-1.651971432109848315e-01,-1.629854875761060917e-01,-1.607500943231582879e-01,-1.584930125698999492e-01,-1.562168291104360229e-01,-1.539251457867218675e-01,-1.516232274548154069e-01,-1.493191925204697956e-01,-1.470267986469768473e-01,-1.447733358776812362e-01,-1.426271138130127680e-01
-1.108245738834420235e-01,-1.080827459601641088e-01,-1.053214492387934548e-01,-1.025706998938605286e-01,-9.988491802482526993e-02,-9.735814209660292873e-02,-9.514615244379093228e-02,-9.349633381979943758e-02,-9.278222468694072300e-02,-9.352771827003319993e-02,-9.637632382603222858e-02,-1.019126445057648156e-01,-1.102413823134742593e-01
2.930443175740964426e-02,2.948272186363965972e-02,2.966643299773534526e-02,2.985390693382845156e-02,3.004415130328769168e-02,3.023643653085793942e-02,3.042998991176982387e-02,3.062367214809826044e-02,3.081549101731613158e-02,3.100168207335923104e-02,3.117471286543615355e-02,3.131842887473703513e-02,3.139508048124938638e-02
3.528390367439775133e-02,3.552362557505769208e-02,3.576087153114822226e-02,3.599374384314159986e-02,3.621934286211273696e-02,3.643290529416531170e-02,3.662633871531070090e-02,3.678572991530890124e-02,3.688726255963230977e-02,3.689118033013154968e-02,3.673533705893524542e-02,3.633772654264512403e-02,3.563825352935923868e-02
6.928825110352757055e-02,7.051759328971378415e-02,7.173895765229740262e-02,7.294917976092323009e-02,7.414655359390386058e-02,7.533006841179805402e-02,7.649884289258129799e-02,7.765149775935566157e-02,7.878494717087553001e-02,7.989077733086623334e-02,8.093889067857674979e-02,8.172541970624679075e-02,7.847508699917277175e-02
9.622868514377412585e-02,9.723935252759206838e-02,9.824158745105217305e-02,9.923483661761477170e-02,1.002181039242712179e-01,1.011894020324581450e-01,1.021442407629862825e-01,1.030704022448941520e-01,1.039215743488393212e-01,1.043140725530206647e-01,9.917996144813341630e-02,8.958515498319762071e-02,8.420128224529435657e-02
1.192755040506061209e-01,1.201778582051272609e-01,1.210749014020619935e-01,1.219655546837843801e-01,1.228471614198946710e-01,1.237105166642248621e-01,1.244867467809549766e-01,1.226768176789929665e-01,1.168888117044042246e-01,1.098834919364710533e-01,1.067743464532224101e-01,1.073604885969764028e-01,1.082183069206940212e-01
1.396510295658377476e-01,1.402456227144927847e-01,1.401152869167111292e-01,1.380763285974381249e-01,1.351410376858402096e-01,1.317436062243204642e-01,1.278604277062059813e-01,1.257481396846613086e-01,1.264830081802212070e-01,1.273257622217942586e-01,1.281803613247399221e-01,1.290359804388750697e-01,1.298897130300606384e-01
1.466692680046373654e-01,1.444428227309116353e-01,1.427115390194339251e-01,1.426654270230734156e-01,1.432515572618462130e-01,1.439448483953040814e-01,1.446640143007818791e-01,1.453882345798391540e-01,1.461094946053281551e-01,1.468236548080308901e-01,1.475279328043436478e-01,1.482198631507812558e-01,1.488965958590011962e-01
1.584599540623516656e-01,1.587091418863488812e-01,1.590026072877848418e-01,1.593091934992082737e-01,1.596107836631748267e-01,1.598967754186114698e-01,1.601610893973586247e-01,1.604004459230090329e-01,1.606132291909350973e-01,1.607986148313735042e-01,1.609558060309779215e-01,1.610832974471485546e-01,1.611781181811301478e-01
